c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    92541        93      249 |   34093   130315   294426 |   132   394419     5755 22665374 | 51.276 % |
c |    92618        93      249 |   34093   130315   294426 |   132   404419     5758 22665374 | 51.276 % |
c |    92663        93      249 |   34093   130315   294426 |   132   414419     5759 22665374 | 51.276 % |
c |    92718        93      249 |   34093   130315   294426 |   132   424419     5760 22665374 | 51.276 % |
c |    92747        93      249 |   34093   130315   294426 |   132   434419     5763 22665374 | 51.276 % |
c |    92747        93      249 |   34093   130315   294426 |   132   444419     5768 22665374 | 51.276 % |
c |    92767        93      249 |   34093   130315   294426 |   132   454419     5768 22665374 | 51.276 % |
c |    92799        93      249 |   34093   130315   294426 |   132   464419     5768 22665374 | 51.276 % |
c |    92870        93      249 |   34093   130315   294426 |   132   474419     5768 22665374 | 51.276 % |
c |    92895        93      249 |   34093   130315   294426 |   132   484419     5769 22665374 | 51.276 % |
c |    92924        93      249 |   34093   130315   294426 |   132   494419     5772 22665374 | 51.276 % |
c |    92979        93      249 |   34093   130315   294426 |   132   504419     5772 22665374 | 51.276 % |
c |    92993        93      249 |   34093   130315   294426 |   132   514419     5773 22665374 | 51.276 % |
c |    93025        93      249 |   34093   130315   294426 |   132   524419     5773 22665374 | 51.276 % |
c |    93062        93      249 |   34093   130315   294426 |   132   534419     5773 22665374 | 51.276 % |
c |    93094        93      249 |   34093   130315   294426 |   132   544419     5774 22665374 | 51.276 % |
c |    93150        93      249 |   34093   130315   294426 |   132   554419     5775 22665374 | 51.276 % |
c |    93176        93      249 |   34093   130315   294426 |   132   564419     5775 22665374 | 51.276 % |
c |    93208        93      249 |   34093   130315   294426 |   132   574419     5775 22665374 | 51.276 % |
c |    93288        93      249 |   34093   130315   294426 |   132   584419     5775 22665374 | 51.276 % |
c |    93341        93      249 |   34093   130315   294426 |   132   594419     5775 22665374 | 51.276 % |
c |    93371        93      249 |   34093   130315   294426 |   132   604419     5776 22665374 | 51.276 % |
c |    93415        93      249 |   34093   130315   294426 |   132   614419     5779 22665374 | 51.276 % |
c |    93454        93      249 |   34093   130315   294426 |   132   624419     5780 22665374 | 51.276 % |
c |    93492        93      249 |   34093   130315   294426 |   132   634419     5780 22665374 | 51.276 % |
c |    93499        93      249 |   34093   130315   294426 |   132   644419     5781 22665374 | 51.276 % |
c |    93540        93      249 |   34093   130315   294426 |   132   654419     5782 22665374 | 51.276 % |
c |    93588        93      249 |   34093   130315   294426 |   132   664419     5783 22665374 | 51.276 % |
c |    93659        93      249 |   34093   130315   294426 |   132   674419     5783 22665374 | 51.276 % |
c |    93709        93      249 |   34093   130315   294426 |   132   684419     5784 22665374 | 51.276 % |
c |    93757        93      249 |   34093   130315   294426 |   133   349825     5784 23009968 | 51.276 % |
c |    93800        93      249 |   34093   130315   294426 |   133   359825     5784 23009968 | 51.276 % |
c |    93824        93      249 |   34093   130315   294426 |   133   369825     5785 23009968 | 51.276 % |
c |    93869        93      249 |   34093   130315   294426 |   133   379825     5785 23009968 | 51.276 % |
c |    93905        93      249 |   34093   130315   294426 |   133   389825     5785 23009968 | 51.276 % |
c |    93953        93      249 |   34093   130315   294426 |   133   399825     5785 23009968 | 51.276 % |
c |    93980        93      249 |   34093   130315   294426 |   133   409825     5785 23009968 | 51.276 % |
c |    94034        93      249 |   34093   130315   294426 |   133   419825     5785 23009968 | 51.276 % |
c |    94080        93      249 |   34093   130315   294426 |   133   429825     5785 23009968 | 51.276 % |
c |    94106        93      249 |   34093   130315   294426 |   133   439825     5785 23009968 | 51.276 % |
c |    94156        93      249 |   34093   130315   294426 |   133   449825     5785 23009968 | 51.276 % |
c |    94206        93      249 |   34093   130315   294426 |   133   459825     5788 23009968 | 51.276 % |
c |    94242        93      249 |   34093   130315   294426 |   133   469825     5790 23009968 | 51.276 % |
c |    94257        93      249 |   34093   130315   294426 |   133   479825     5792 23009968 | 51.276 % |
c |    94313        93      249 |   34093   130315   294426 |   133   489825     5792 23009968 | 51.276 % |
c |    94365        93      249 |   34093   130315   294426 |   133   499825     5795 23009968 | 51.276 % |
c |    94412        93      249 |   34093   130315   294426 |   133   509825     5795 23009968 | 51.276 % |
c |    94445        93      249 |   34093   130315   294426 |   133   519825     5795 23009968 | 51.276 % |
c |    94484        93      249 |   34093   130315   294426 |   133   529825     5799 23009968 | 51.276 % |
c |    94538        94      249 |   34093   130315   294426 |   133   539825     5799 23009968 | 51.276 % |
c |    94543        94      249 |   34093   130315   294426 |   133   549825     5799 23009968 | 51.276 % |
c |    94611        94      249 |   34093   130315   294426 |   133   559825     5799 23009968 | 51.276 % |
c |    94675        94      249 |   34093   130315   294426 |   133   569825     5799 23009968 | 51.276 % |
c |    94734        94      249 |   34093   130315   294426 |   133   579825     5799 23009968 | 51.276 % |
c |    94806        94      248 |   34093   130315   294426 |   133   589825     5799 23009968 | 51.276 % |
c |    94860        94      248 |   34093   130315   294426 |   133   599825     5799 23009968 | 51.276 % |
c |    94916        94      248 |   34093   130315   294426 |   133   609825     5799 23009968 | 51.276 % |
c |    94967        94      248 |   34093   130315   294426 |   133   619825     5800 23009968 | 51.276 % |
c |    95013        94      248 |   34093   130315   294426 |   133   629825     5800 23009968 | 51.276 % |
c |    95061        94      248 |   34093   130315   294426 |   133   639825     5801 23009968 | 51.276 % |
c |    95120        94      248 |   34093   130315   294426 |   133   649825     5801 23009968 | 51.276 % |
c |    95170        94      248 |   34093   130315   294426 |   133   659825     5802 23009968 | 51.276 % |
c |    95220        94      248 |   34093   130315   294426 |   133   669825     5803 23009968 | 51.276 % |
c |    95281        94      248 |   34093   130315   294426 |   133   679825     5803 23009968 | 51.276 % |
c |    95308        94      248 |   34093   130315   294426 |   133   689825     5804 23009968 | 51.276 % |
c |    95309        94      248 |   34093   130315   294426 |   134   352623     5804 23357170 | 51.276 % |
c |    95309        94      248 |   34093   130315   294426 |   134   362623     5804 23357170 | 51.276 % |
c |    95310        94      248 |   34093   130315   294426 |   134   372623     5805 23357170 | 51.276 % |
c |    95361        94      248 |   34093   130315   294426 |   134   382623     5806 23357170 | 51.276 % |
c |    95426        94      248 |   34093   130315   294426 |   134   392623     5807 23357170 | 51.276 % |
c |    95475        94      248 |   34093   130315   294426 |   134   402623     5809 23357170 | 51.276 % |
c |    95475        94      248 |   34093   130315   294426 |   134   412623     5810 23357170 | 51.276 % |
c |    95520        94      248 |   34093   130315   294426 |   134   422623     5810 23357170 | 51.276 % |
c |    95574        94      248 |   34093   130315   294426 |   134   432623     5810 23357170 | 51.276 % |
c |    95639        94      248 |   34093   130315   294426 |   134   442623     5811 23357170 | 51.276 % |
c |    95694        94      248 |   34093   130315   294426 |   134   452623     5811 23357170 | 51.276 % |
c |    95750        94      248 |   34093   130315   294426 |   134   462623     5811 23357170 | 51.276 % |
c |    95820        94      248 |   34093   130315   294426 |   134   472623     5812 23357170 | 51.276 % |
c |    95881        94      248 |   34093   130315   294426 |   134   482623     5813 23357170 | 51.276 % |
c |    95909        94      248 |   34093   130315   294426 |   134   492623     5814 23357170 | 51.276 % |
c |    95923        94      248 |   34093   130315   294426 |   134   502623     5816 23357170 | 51.276 % |
c |    95963        94      248 |   34093   130315   294426 |   134   512623     5817 23357170 | 51.276 % |
c |    96000        94      248 |   34093   130315   294426 |   134   522623     5817 23357170 | 51.276 % |
c |    96052        94      248 |   34093   130315   294426 |   134   532623     5817 23357170 | 51.276 % |
c |    96087        94      248 |   34093   130315   294426 |   134   542623     5817 23357170 | 51.276 % |
c |    96132        94      248 |   34093   130315   294426 |   134   552623     5818 23357170 | 51.276 % |
c |    96214        94      248 |   34093   130315   294426 |   134   562623     5818 23357170 | 51.276 % |
c |    96249        94      248 |   34093   130315   294426 |   134   572623     5818 23357170 | 51.276 % |
c |    96327        94      248 |   34093   130315   294426 |   134   582623     5818 23357170 | 51.276 % |
c |    96400        94      248 |   34093   130315   294426 |   134   592623     5819 23357170 | 51.276 % |
c |    96464        94      248 |   34093   130315   294426 |   134   602623     5822 23357170 | 51.276 % |
c |    96545        94      248 |   34093   130315   294426 |   134   612623     5822 23357170 | 51.276 % |
c |    96587        94      248 |   34093   130315   294426 |   134   622623     5823 23357170 | 51.276 % |
c |    96607        94      248 |   34093   130315   294426 |   134   632623     5823 23357170 | 51.276 % |
c |    96629        94      248 |   34093   130315   294426 |   134   642623     5823 23357170 | 51.276 % |
c |    96675        94      248 |   34093   130315   294426 |   134   652623     5824 23357170 | 51.276 % |
c |    96707        94      248 |   34093   130315   294426 |   134   662623     5824 23357170 | 51.276 % |
c |    96779        94      248 |   34093   130315   294426 |   134   672623     5825 23357170 | 51.276 % |
c |    96842        94      248 |   34093   130315   294426 |   134   682623     5826 23357170 | 51.276 % |
c |    96876        94      248 |   34093   130315   294426 |   134   692623     5827 23357170 | 51.276 % |
c |    96919        94      248 |   34093   130315   294426 |   135   352820     5827 23706973 | 51.276 % |
c |    96984        94      248 |   34093   130315   294426 |   135   362820     5827 23706973 | 51.276 % |
c |    97046        94      248 |   34093   130315   294426 |   135   372820     5831 23706973 | 51.276 % |
c |    97107        94      248 |   34093   130315   294426 |   135   382820     5831 23706973 | 51.276 % |
c |    97155        94      248 |   34093   130315   294426 |   135   392820     5831 23706973 | 51.276 % |
c |    97187        94      248 |   34093   130315   294426 |   135   402820     5831 23706973 | 51.276 % |
c |    97220        95      248 |   34093   130315   294426 |   135   412820     5831 23706973 | 51.276 % |
c |    97249        95      248 |   34093   130315   294426 |   135   422820     5831 23706973 | 51.276 % |
c |    97293        95      248 |   34093   130315   294426 |   135   432820     5834 23706973 | 51.276 % |
c |    97358        95      248 |   34093   130315   294426 |   135   442820     5835 23706973 | 51.276 % |
c |    97385        95      248 |   34093   130315   294426 |   135   452820     5836 23706973 | 51.276 % |
c |    97421        95      248 |   34093   130315   294426 |   135   462820     5836 23706973 | 51.276 % |
